City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Esperance,99,AU,1622616452,71,-33.8667,121.9,64.24,12.08
Azare,100,NG,1622616453,44,11.6765,10.1948,84.65,2.57
Plastun,100,RU,1622616453,76,44.7561,136.2939,61.88,4.97
Belyy,2,RU,1622616453,43,55.8402,32.9419,61.09,8.16
Anori,8,BR,1622616454,80,-3.7728,-61.6442,72.19,0.49
Fukuechō,75,JP,1622616454,64,32.6881,128.8419,73.76,5.75
Katete,100,UG,1622616454,52,-0.7818,29.7544,74.95,2.8
Sitia,14,GR,1622616455,68,35.2,26.0986,69.35,10.36
Zhigansk,25,RU,1622616455,48,66.7697,123.3711,62.96,0.43
Taoudenni,8,ML,1622616449,19,22.6783,-3.9836,93.87,14.99
Half Moon Bay,90,US,1622616456,88,37.4636,-122.4286,64.4,0.0
Erenhot,100,CN,1622616456,19,43.6475,111.9767,58.89,15.99
Vostok,91,RU,1622616456,52,46.4856,135.8833,60.62,6.06
Kununurra,99,AU,1622616445,33,-15.7667,128.7333,93.18,4.61
Salinas,90,US,1622616457,86,36.6777,-121.6555,60.62,6.91
Beitbridge,4,ZW,1622616457,61,-22.2167,30.0,66.2,4.97
San Ramon,1,US,1622616360,77,37.7799,-121.978,66.6,5.01
Villarrobledo,12,ES,1622616457,56,39.2699,-2.6012,61.77,3.06
Arraial do Cabo,6,BR,1622616458,83,-22.9661,-42.0278,70.92,6.35
Cayenne,40,GF,1622616458,90,4.9333,-52.3333,75.24,1.74
Santa Maria,96,BR,1622616242,79,-29.6842,-53.8069,57.29,4.12
Shilka,100,RU,1622616459,73,51.85,116.0333,58.89,3.13
Cajamarca,93,PE,1622616459,88,-7.1638,-78.5003,54.34,2.93
Maltahöhe,0,NA,1622616459,49,-24.8333,16.9833,44.04,11.81
Prince Rupert,90,CA,1622616460,95,54.3161,-130.3201,57.29,2.3
Sidi Ali,63,DZ,1622616460,59,36.0998,0.4206,68.02,1.28
Rohtak,0,IN,1622616266,21,28.9,76.5667,89.69,2.51
Khāsh,0,IR,1622616430,5,28.2211,61.2158,99.01,15.35
Alice Springs,56,AU,1622616398,21,-23.7,133.8833,74.21,11.99
Luau,21,AO,1622616461,37,-10.7073,22.2247,67.73,6.22
Osakarovka,100,KZ,1622616461,45,50.565,72.5692,81.28,13.29
Mwinilunga,67,ZM,1622616461,46,-11.7358,24.4293,68.14,4.54
Seoul,0,KR,1622616317,37,37.5683,126.9778,87.19,11.27
Paciran,100,ID,1622616462,67,-6.8767,112.3761,84.9,9.55
Kumul,0,CN,1622616462,6,42.8,93.45,90.54,10.54
Baykalovo,79,RU,1622616463,43,57.3981,63.7684,65.35,5.35
Nikitinskiy,10,RU,1622616463,36,54.5845,86.0115,78.49,4.7
Saint Anthony,1,US,1622616463,69,45.0205,-93.218,64.71,3.0
Dicabisagan,83,PH,1622616464,68,17.0818,122.4157,87.78,7.18
Kieta,100,PG,1622616464,84,-6.2167,155.6333,80.38,3.91
Port Hardy,40,CA,1622616464,94,50.6996,-127.4199,57.38,0.0
Morococha,92,PE,1622616465,94,-11.5997,-76.1411,35.73,3.2
Vypolzovo,100,RU,1622616465,53,57.8767,33.6986,56.89,5.53
Te Anau,79,NZ,1622616466,92,-45.4167,167.7167,48.07,4.43
Sistranda,14,NO,1622616466,75,63.7256,8.834,66.16,6.38
Seara,98,PT,1622616466,79,41.1818,-7.8003,57.96,1.57
Chicama,97,PE,1622616467,90,-7.8447,-79.1469,64.13,2.08
Abu Dhabi,0,AE,1622616211,62,24.4667,54.3667,95.11,8.28
Kibala,0,TD,1622616467,73,9.1104,18.3463,76.95,6.91
Dalnerechensk,100,RU,1622616468,43,45.9339,133.7225,70.09,7.87
Aljezur,2,PT,1622616468,80,37.3191,-8.8033,60.35,4.27
De-Kastri,100,RU,1622616468,73,51.4667,140.7833,53.19,9.73
Loandjili,75,CG,1622616468,94,-4.7561,11.8578,77.11,2.3
São João da Barra,99,BR,1622616469,90,-21.6403,-41.0511,67.64,3.85
Danjiangkou,6,CN,1622616469,33,32.5428,111.5086,88.05,7.0
Staraya Kulatka,76,RU,1622616469,63,52.7167,47.6167,63.57,17.36
Maningrida,100,AU,1622616470,70,-12.0667,134.2667,81.5,13.42
Hong Kong,100,HK,1622616306,86,22.2855,114.1577,88.97,3.0
Pravokumskoye,37,RU,1622616470,55,44.7694,44.6472,75.27,8.7
Dudinka,100,RU,1622616470,96,69.4058,86.1778,38.1,18.54
Comodoro Rivadavia,0,AR,1622616352,87,-45.8667,-67.5,37.26,3.44
College,75,US,1622616471,78,64.8569,-147.8028,57.52,8.05
Mgandu,61,TZ,1622616471,61,-5.95,34.1333,68.05,11.36
Menongue,100,AO,1622616472,34,-14.6585,17.691,61.38,6.04
Geraldton,0,AU,1622616472,52,-28.7667,114.6,68.41,6.8
Prieska,0,ZA,1622616472,64,-29.6641,22.7474,48.04,6.06
Puerto del Rosario,20,ES,1622616473,72,28.5004,-13.8627,64.15,9.22
Batagay-Alyta,100,RU,1622616473,28,67.8006,130.4114,65.93,2.8
Butembo,92,CD,1622616473,52,0.15,29.2833,72.45,1.83
Savannah Bight,68,HN,1622616474,75,16.45,-85.85,79.0,14.52
Ust'-Uda,38,RU,1622616474,30,54.1742,103.0304,76.3,2.64
Kahului,40,US,1622616475,77,20.8947,-156.47,77.85,12.66
Tilichiki,6,RU,1622616475,64,60.4667,166.1,47.37,3.85
Rincon,1,US,1622616295,97,32.296,-81.2354,75.85,3.78
Chumikan,100,RU,1622616475,92,54.7183,135.315,37.62,7.92
Dayong,100,CN,1622616476,74,25.0209,118.2898,83.88,8.28
Bor,7,RU,1622616476,96,56.3567,44.0669,62.53,10.83
Seabra,92,BR,1622616476,93,-12.4186,-41.7703,65.93,2.3
Sweetwater,75,US,1622616477,80,25.7634,-80.3731,79.02,1.01
Ishigaki,75,JP,1622616477,74,24.3448,124.1572,87.93,12.66
Lensk,100,RU,1622616477,32,60.7253,114.9278,78.35,3.56
Manacapuru,46,BR,1622616359,85,-3.2997,-60.6206,77.58,2.68
São Filipe,100,CV,1622616478,81,14.8961,-24.4956,72.41,7.29
Mehamn,0,NO,1622616478,67,71.0357,27.8492,57.11,9.22
Tianpeng,94,CN,1622616478,47,30.9866,103.9393,77.47,6.29
Punta Cardon,100,VE,1622616479,81,11.6581,-70.215,78.4,20.69
Umm Hājar,100,TD,1622616479,36,13.2954,19.6966,89.37,9.73
Várzea Grande,0,BR,1622616186,83,-15.6467,-56.1325,73.27,2.3
Kiama,100,AU,1622616479,61,-34.6833,150.8667,67.48,5.01
Spearfish,1,US,1622616480,41,44.4908,-103.8594,60.69,5.01
Monywa,70,MM,1622616480,31,22.1167,95.1333,103.96,8.99
Buraidah,0,SA,1622616449,8,26.326,43.975,95.45,7.02
Lazurne,100,UA,1622616480,82,46.084,32.5295,55.85,6.62
Buşteni,100,RO,1622616481,94,45.4,25.5333,48.06,5.37
Mosquera,75,CO,1622616481,100,4.7059,-74.2302,53.69,2.3
Revelstoke,1,CA,1622616481,63,50.9832,-118.2023,64.42,0.0
Vardø,0,NO,1622616482,81,70.3705,31.1107,55.6,3.44
Porech'ye-Rybnoye,49,RU,1622616482,61,57.098,39.3835,57.11,8.93
Launceston,36,AU,1622616482,77,-41.45,147.1667,55.15,4.0
Boa Vista,40,BR,1622616483,94,2.8197,-60.6733,76.98,2.3
Meulaboh,100,ID,1622616483,71,4.1363,96.1285,84.83,4.07
Kamenka,100,RU,1622616484,72,51.3223,42.7678,61.88,15.52
Quzhou,100,CN,1622616484,90,28.9594,118.8686,79.5,1.3
Curumaní,100,CO,1622616484,89,9.1999,-73.5427,75.58,0.94
Hanson,1,US,1622616485,87,42.0751,-70.88,60.94,6.49
Lac du Bonnet,18,CA,1622616485,97,50.2536,-96.0612,52.29,3.6
Davidson,90,US,1622616485,84,36.1501,-86.7833,70.09,1.01
Broken Hill,75,AU,1622616486,77,-31.95,141.4333,60.51,8.05
Norrtälje,37,SE,1622616486,47,59.758,18.705,62.29,6.78
Klyuchi,78,RU,1622616486,22,52.2667,79.1667,88.47,8.32
Manono,62,CD,1622616487,40,-7.3,27.4167,82.78,4.72
Anjār,0,IN,1622616487,45,23.1333,70.0167,95.13,18.28
Los Negros,98,BO,1622616488,78,-17.7333,-63.4333,67.55,9.13
Kargasok,8,RU,1622616488,40,59.0556,80.8572,59.32,5.95
Pasłęk,100,PL,1622616488,85,54.0616,19.6593,63.55,9.48
Baykit,100,RU,1622616489,35,61.67,96.37,74.21,9.4
Porangatu,2,BR,1622616489,48,-13.4408,-49.1486,66.65,1.9
Zhangye,89,CN,1622616489,8,38.9342,100.4517,73.98,13.13
Guariba,0,BR,1622616489,76,-21.36,-48.2283,60.12,2.57
Charters Towers,100,AU,1622616242,64,-20.1,146.2667,71.01,13.06
Karatau,0,KZ,1622616490,18,43.1667,70.4667,95.02,19.37
Praia da Vitória,40,PT,1622616490,67,38.7333,-27.0667,59.25,10.51
Ledyard Center,1,US,1622616491,82,41.4398,-72.0142,60.08,4.16
Davila,58,PH,1622616491,68,18.4726,120.5763,91.38,8.79
Pisco,75,PE,1622616491,88,-13.7,-76.2167,60.85,3.44
Vila do Maio,50,CV,1622616492,86,15.1333,-23.2167,72.39,16.8
Acaraú,13,BR,1622616492,87,-2.8856,-40.12,75.99,8.84
Nouadhibou,0,MR,1622616493,82,20.931,-17.0347,66.18,16.11
Yanam,80,IN,1622616493,53,16.7333,82.2167,88.2,8.03
Constitución,95,CL,1622616392,95,-35.3333,-72.4167,57.7,6.2
Sukumo,100,JP,1622616493,72,32.9333,132.7333,72.21,8.37
Sydney,0,AU,1622616232,68,-33.8679,151.2073,65.5,1.01
Solwezi,100,ZM,1622616494,53,-12.1688,26.3894,66.54,4.97
Hay River,40,CA,1622616494,76,60.8156,-115.7999,49.98,1.14
Strezhevoy,92,RU,1622616494,33,60.7333,77.5889,62.58,10.13
Grand Gaube,6,MU,1622616495,68,-20.0064,57.6608,80.38,10.0
Puerto Limón,25,CR,1622616495,84,10.0,-83.0333,76.37,5.46
Jiutepec,100,MX,1622616495,96,18.8667,-99.1833,74.53,1.79
Syava,65,RU,1622616496,51,58.0146,46.3222,60.31,8.59
Ol'ga,100,RU,1622616496,72,43.7444,135.2892,62.19,9.51
Kaeo,1,NZ,1622616496,81,-35.1,173.7833,54.32,5.59
Grindavik,75,IS,1622616497,87,63.8424,-22.4338,43.56,16.4
Sørland,0,NO,1622616497,71,67.667,12.6934,64.47,5.75
Sobolevo,4,RU,1622616497,59,54.4299,31.8996,57.52,11.7
Pemba,75,MZ,1622616498,83,-12.974,40.5178,75.9,5.99
Wasilla,40,US,1622616498,59,61.5814,-149.4394,53.02,1.01
Ponta Delgada,20,PT,1622616498,63,37.7333,-25.6667,59.72,12.66
Boende,99,CD,1622616499,69,-0.2167,20.8667,79.75,3.69
Roebourne,92,AU,1622616499,25,-20.7833,117.1333,79.7,14.88
Octeville,0,FR,1622616499,53,49.6261,-1.6435,64.89,5.61
Sālūmbar,0,IN,1622616500,28,24.1333,74.05,96.28,9.42
Kitimat,100,CA,1622616500,97,54.0524,-128.6534,57.58,0.87
Anadyr,0,RU,1622616500,64,64.75,177.4833,36.1,13.0
Phibun Mangsahan,100,TH,1622616501,56,15.2447,105.2291,100.11,10.56
Porterville,1,US,1622616458,34,36.0652,-119.0168,85.75,0.0
Gusau,20,NG,1622616501,54,12.1628,6.6614,81.7,13.49
Clarence Town,8,AU,1622616501,72,-32.5833,151.7833,66.11,2.37
Bulawayo,0,ZW,1622616502,37,-20.15,28.5833,62.47,6.24
Henties Bay,20,NA,1622616502,40,-22.116,14.2845,67.78,7.83
Peniche,20,PT,1622616502,84,39.3558,-9.3811,61.09,6.35
Ţahţā,0,EG,1622616503,18,26.7693,31.5021,88.12,19.55
Walvis Bay,0,NA,1622616503,27,-22.9575,14.5053,67.15,9.8
Shīeli,0,KZ,1622616503,18,44.1667,66.75,94.69,15.08
Morón,2,AR,1622616504,86,-34.6534,-58.6198,56.95,7.18
Alenquer,67,BR,1622616504,78,-1.9417,-54.7383,75.54,2.66
Bima,89,ID,1622616504,56,-8.4667,118.7167,88.61,3.71
Yauya,98,PE,1622616505,88,-8.9833,-77.3,48.09,3.13
Narón,97,ES,1622616505,85,43.5167,-8.1528,60.67,5.1
Otjimbingwe,4,NA,1622616505,29,-22.35,16.1333,58.71,10.65
Kailua,40,US,1622616506,74,21.4022,-157.7394,78.78,9.22
Złocieniec,29,PL,1622616506,82,53.5329,16.0113,63.9,14.0
Barabai,24,ID,1622616506,43,-2.5833,115.3833,94.55,2.15
Saint-Joseph,100,RE,1622616507,77,-21.3667,55.6167,79.47,12.21
Sfântu Gheorghe,100,RO,1622616285,93,45.8667,25.7833,49.57,7.92
Pangnirtung,100,CA,1622616507,96,66.1451,-65.7125,31.6,3.96
Anshun,94,CN,1622616507,73,26.25,105.9333,75.76,7.05
Tambovka,45,RU,1622616508,48,50.0969,128.0489,64.51,6.29
Zonguldak,100,TR,1622616508,91,41.25,31.8333,49.05,7.78
Gazli,0,UZ,1622616508,11,40.1333,63.45,102.29,2.46
Alofi,79,NU,1622616509,100,-19.0595,-169.9187,69.69,9.22
Klishkivtsi,100,UA,1622616509,73,48.4316,26.2623,56.35,13.22
Tara,94,RU,1622616509,38,56.8944,74.371,65.01,5.21
Mossamedes,10,AO,1622616510,84,-15.1961,12.1522,70.21,1.77
Lethem,96,GY,1622616510,95,3.3803,-59.7968,73.78,5.59
Saint-Pierre,0,RE,1622616510,67,-21.3393,55.4781,80.56,3.44
Sava,0,IT,1622616511,48,40.4034,17.5584,67.78,2.93
Chapais,49,CA,1622616511,99,49.7834,-74.8492,49.78,5.08
Liverpool,0,GB,1622616511,67,53.4106,-2.9779,64.45,1.99
Krasnosel'kup,100,RU,1622616512,85,65.7,82.4667,40.77,19.46
Richards Bay,1,ZA,1622616512,59,-28.783,32.0377,62.29,8.99
